switch_id,switch_sequence_id,point_number,station_code,station_name,chainage_km,switch_type,turnout_angle,point_machine_type,max_diverging_speed_kmh,connects_from_line,connects_to_line,normal_setting,interlocking_type
SW-TBM-131,121,Point 131,TBM,Tambaram,29.37,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-132,122,Point 132,TBM,Tambaram,29.39,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-133,123,Point 133,TBM,Tambaram,29.41,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-134,124,Point 134,TBM,Tambaram,29.43,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-135,125,Point 135,TBM,Tambaram,29.45,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-136,126,Point 136,TBM,Tambaram,29.47,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-137,127,Point 137,TBM,Tambaram,29.49,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-138,128,Point 138,TBM,Tambaram,29.51,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-139,129,Point 139,TBM,Tambaram,29.53,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-140,130,Point 140,TBM,Tambaram,29.55,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-141,131,Point 141,TBM,Tambaram,29.57,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-TBM-142,132,Point 142,TBM,Tambaram,29.59,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-VDR-51,133,Point 51,VDR,Vandalur,34.34,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-VDR-52,134,Point 52,VDR,Vandalur,34.42,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-VDR-53,135,Point 53,VDR,Vandalur,34.51,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-UPM-55,136,Point 55,UPM,Urapakkam,37.44,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-UPM-56,137,Point 56,UPM,Urapakkam,37.51,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-GI-61,138,Point 61,GI,Guduvancheri,40.28,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-GI-62,139,Point 62,GI,Guduvancheri,40.34,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-GI-63,140,Point 63,GI,Guduvancheri,40.4,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 2 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-GI-64,141,Point 64,GI,Guduvancheri,40.46,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 3 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-GI-65,142,Point 65,GI,Guduvancheri,40.52,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-71,143,Point 71,MMNK,Maraimalai Nagar,46.77,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-72,144,Point 72,MMNK,Maraimalai Nagar,46.83,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-73,145,Point 73,MMNK,Maraimalai Nagar,46.88,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-74,146,Point 74,MMNK,Maraimalai Nagar,46.92,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-75,147,Point 75,MMNK,Maraimalai Nagar,46.98,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 2 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-76,148,Point 76,MMNK,Maraimalai Nagar,47.02,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 3 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-77,149,Point 77,MMNK,Maraimalai Nagar,47.07,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-MMNK-78,150,Point 78,MMNK,Maraimalai Nagar,47.12,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-SKL-81,151,Point 81,SKL,Singaperumal Koil,51.38,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-SKL-82,152,Point 82,SKL,Singaperumal Koil,51.44,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ROUTE_RELAY_INTERLOCKING
SW-SKL-83,153,Point 83,SKL,Singaperumal Koil,51.49,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 2 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-SKL-84,154,Point 84,SKL,Singaperumal Koil,51.55,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 3 Loop,NORMAL,ROUTE_RELAY_INTERLOCKING
SW-CGL-01,155,Point 1,CGL,Chengalpattu Junction,59.36,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-02,156,Point 2,CGL,Chengalpattu Junction,59.39,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-03,157,Point 3,CGL,Chengalpattu Junction,59.42,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-04,158,Point 4,CGL,Chengalpattu Junction,59.45,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-05,159,Point 5,CGL,Chengalpattu Junction,59.48,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-06,160,Point 6,CGL,Chengalpattu Junction,59.51,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-07,161,Point 7,CGL,Chengalpattu Junction,59.54,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-08,162,Point 8,CGL,Chengalpattu Junction,59.56,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-09,163,Point 9,CGL,Chengalpattu Junction,59.59,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-10,164,Point 10,CGL,Chengalpattu Junction,59.62,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-11,165,Point 11,CGL,Chengalpattu Junction,59.65,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 1 (Suburban DN),Line 3 (Main DN),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-12,166,Point 12,CGL,Chengalpattu Junction,59.68,CROSSOVER,1 in 12,Electric Point Machine (110V DC Rotary),30,Line 2 (Suburban UP),Line 4 (Main UP),NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-13,167,Point 13,CGL,Chengalpattu Junction,59.71,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 2 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-14,168,Point 14,CGL,Chengalpattu Junction,59.74,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 3 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-15,169,Point 15,CGL,Chengalpattu Junction,59.76,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 4 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-16,170,Point 16,CGL,Chengalpattu Junction,59.79,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 5 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-17,171,Point 17,CGL,Chengalpattu Junction,59.82,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 6 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-18,172,Point 18,CGL,Chengalpattu Junction,59.85,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 7 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-19,173,Point 19,CGL,Chengalpattu Junction,59.88,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 8 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-20,174,Point 20,CGL,Chengalpattu Junction,59.91,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 1 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-21,175,Point 21,CGL,Chengalpattu Junction,59.94,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 2 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-22,176,Point 22,CGL,Chengalpattu Junction,59.96,TURNOUT_1_IN_12,1 in 12,Electric Point Machine (110V DC Rotary),30,Main Line Track,Platform 3 Loop,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-23,177,Point 23,CGL,Chengalpattu Junction,59.99,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-24,178,Point 24,CGL,Chengalpattu Junction,60.02,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-25,179,Point 25,CGL,Chengalpattu Junction,60.05,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-26,180,Point 26,CGL,Chengalpattu Junction,60.08,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-27,181,Point 27,CGL,Chengalpattu Junction,60.11,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
SW-CGL-28,182,Point 28,CGL,Chengalpattu Junction,60.14,TURNOUT_1_IN_8.5,1 in 8.5,Electric Point Machine (110V DC Rotary),15,Yard Shunting Neck,Car Shed / Goods Siding Line,NORMAL,ELECTRONIC_INTERLOCKING
